PROFILE,ACCOUNT_NUM,REGION,TITLE_ID,CHECK_RESULT,ITEM_SCORED,ITEM_LEVEL,TITLE_TEXT,CHECK_RESULT_EXTENDED,CHECK_ASFF_COMPLIANCE_TYPE,CHECK_SEVERITY,CHECK_SERVICENAME,CHECK_ASFF_RESOURCE_TYPE,CHECK_ASFF_TYPE,CHECK_RISK,CHECK_REMEDIATION,CHECK_DOC,CHECK_CAF_EPIC,CHECK_RESOURCE_ID,PROWLER_START_TIME,ACCOUNT_DETAILS_EMAIL,ACCOUNT_DETAILS_NAME,ACCOUNT_DETAILS_ARN,ACCOUNT_DETAILS_ORG,ACCOUNT_DETAILS_TAGS
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkAss-CustomSsmGetParameterVal-pQq3QVSrhK0M,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkAss-CustomSsmGetParameterVal-pQq3QVSrhK0M,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-east-2: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomSsmGetParameterVal-YtYtJ81oNnGG,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomSsmGetParameterVal-YtYtJ81oNnGG,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-1,7.62,INFO,,Extra,[extra762] Find obsolete Lambda runtimes ,us-west-1: Access Denied trying to list functions,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-west-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-eejhkExDI1Eq,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkVpc-CustomSsmGetParameterVal-eejhkExDI1Eq,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-west-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkVpc-CustomDeleteDefaultVpcCu-zhy0bFHEAjLz,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkVpc-CustomDeleteDefaultVpcCu-zhy0bFHEAjLz,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-west-2: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomMaciePutClassifica-Hf5cGe6USxbb,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomMaciePutClassifica-Hf5cGe6USxbb,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-west-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkPre-CustomOrganizationsDescr-9L2YrSbkpW5Z,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkPre-CustomOrganizationsDescr-9L2YrSbkpW5Z,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-west-2: Supported runtime: nodejs14.x used by: AWSAccelerator-SecurityRe-CustomOrganizationsDescr-9vhV7h1xBmoK,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecurityRe-CustomOrganizationsDescr-9vhV7h1xBmoK,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-west-2: Supported runtime: nodejs14.x used by: AWSAccelerator-SecuritySt-CustomSecurityHubBatchEn-ffeKxYheIhFJ,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-SecuritySt-CustomSecurityHubBatchEn-ffeKxYheIhFJ,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.62,PASS,,Extra,[extra762] Find obsolete Lambda runtimes ,us-west-2: Supported runtime: nodejs14.x used by: AWSAccelerator-NetworkAss-CustomSsmGetParameterVal-4TWAz5BaFoHj,Software and Configuration Checks,Medium,lambda,AwsLambdaFunction,Software and Configuration Checks,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security,AWSAccelerator-NetworkAss-CustomSsmGetParameterVal-4TWAz5BaFoHj,2022-08-23T21:20:17+0000,,,,,
